,user_id,location,username,description
1507,"[""1578196533971148801',""]","Kolkata, India',","Susi123con',","Sweety',"
1508,"[""1585725524458237952',""]","Bathurst NSW.',","danielm85160772',","Sunday Mirror' reporter who somehow wound up BA, MA, PhD. Author, academic, gardener, kelpie enthusiast, noted curmudgeon."","
1509,"[""1520044333734318080',""]",,"colivier88',","Common sense is not so common. Viva Trump!',"
1510,"[""1587712759378382848',""]",,"DeniseG18254137',","we hope doing well in exam',"
1511,"[""1590240784816930818',""]",,"mamadrezagh313',","',"
1512,"[""1322991669889933313',""]","👨\u200d🍳',","anthonana',","Pharmacist • Vibes & Relatables • Ads & PR~DM • 📩 folicacid247@gmail.com',"
1513,"[""136332919',""]","Jos, Nigeria',","atwase',","matwas communications Nig Enterprises, Sales of computers, mobile phones and Accessories.',"
1514,"[""981035680854929408',""]","Europe',","TheHSCharts',","Best charts/achievements source about GRAMMY-winner, singer and actor Harry Styles.\n*fan account*\nphotos: © Columbia Records / Erskine, Hanna Moon.',"
1515,"[""1296644845000302592',""]","Santa Clara, CA',","malka77166386',","',"
1516,"[""1567455630339850240',""]","Somwhere in trenches',","Bad_since_90s',","‘I no too well’ Contents creature || bants&cruise || Blues || 3k ways🥺🙏🏿',"
1517,"[""612397643',""]","Salem, OR',","sflore83',","Science is everything Psychology is everything Surveillance is my Trade I’m Watching All so it gets done Right💯LifeslilDevil983Ps5 For God and Family🌊3️⃣7️⃣',"
1518,"[""1329093520787849219',""]","milania’s bday party',","notXpensive2bme',","take a pill after the tweet💊 i honestly dont give a f about anything and this acc is a joke so pls dont take anything too seriously #loveyababes',"
1519,"[""1410259788710166536',""]",,"DebMax13',","',"
1520,"[""1408421143011381257',""]","Connecticut, USA',","beingcourtney_',","',"
1521,"[""2320221343',""]",225,"LegendofaHero',","Fashion Designer',"
1522,"[""458216319',""]","kano',","mmjazuli',","#Muslim #Nigerian🇳🇬 @Arsenal⚽️',"
1523,"[""3858390852',""]","Texas, USA',","candrewsRLA',","Christian, Wife, Momma 🎀🎀🎀, Elem RLA Coordinator in Magnolia ISD. Always do what is best for kids!',"
1524,"[""1515666962025693186',""]","Virginia, USA',","Robert613314006',","God Family Country 🇺🇸 Build the Wall 🧱TRUMP 2024 is the ULTRA MAGA KING 🤴',"
1525,"[""1300816926755688457',""]",,"HampshireBHAFC',","BHAFC.  Any media outlet that uses my #content has to pay me £1,000 #BHAFC',"
1526,"[""1585929453330436096',""]",,"ivyrose499',","Amateur trans porn star! Lover of coffee.\nhttps://t.co/1O6Jiybr1Q\nWhere I play games:\nhttps://t.co/DfbVAN0uFo',"
1527,"[""244241131',""]",,"____Bnicole1',","',"
1528,"[""1013570805840666624',""]","Florida, USA',","unknownfreak372',","',"
1529,"[""482338494',""]","Canada',","emcee51',","🇨🇦 Mom of 2 daughters, Nan of 5 grandkids, dog lover! Stand with Ukraine🇺🇦. Putin must be stopped! 🙏 for Biden & sanity for US🇨🇦🇺🇸🇨🇦 no lists no DMs',"
1530,"[""1202868422633238528',""]",,"bak3db3anzzz',","🔞Orange. 21+. it/its. mostly rts but I talk sometimes • 🔥❄️/❄️🔥|| dead dove things (will include lolisho) • Zoos, maps, radfems and of course minors go away',"
1531,"[""1283472868123312135',""]",,"lafilledsonpere',","#BLM #😷 #🏳️\u200d🌈. NO kind words for racist and hateful Magas.💙Biden/Harris 💙 Vote Blue 💙 my tweets are my opinions 💙 The GOP are enemies of 🇺🇸.💙🇺🇦🌻',"
1532,"[""1024508293',""]","Texas, USA',","KimeeAnnR',","Life is precious !\nGod Bless America !\n Trump is my President 🇺🇲 🇺🇲',"
1533,"[""972645219995922433',""]","New Port Richey, FL',","SweetAshChef1',","I love baking and watching hockey (Go Bolts!)',"
1534,"[""887707490',""]","Franklin, NJ',","LazilyActive',","space to talk shit and get in touch w/ my dark side 🤷🏾\u200d♂️ https://t.co/jKK3kPBaxr',"
1535,"[""948972248437870593',""]",Michigan,"ScottJEngel3',","',"
1536,"[""1262817944620457984',""]","17 ella',","spreenwtf',","hincha de boca como george',"
1537,"[""1542266808241213440',""]",,"KlbRjwl',","ادخل حسابي بيد وحدة 😉😭\nFeet and sex lover',"
1538,"[""3309010818',""]","chum bucket',","kariimkenny',","@kariimkenny | phonographer 📸 | muslim | Yoruba | music lover 🎶 | good music fc🎵 | movie 📽 | love cruise. 3k? bckup @krimkenny just be talking and retweetn',"
1539,"[""1430807656705531906',""]",,"paige_paige2021',","grateful mom 🎉fan @NKOTB, @dannywood,@DonnieWahlberg,@JennyMcCarthy, 🎉@TeamBettyIN,🍀 (all 🎥 by me)',"
1540,"[""1543035674902896641',""]","12k?',","notnuelssary',",created_at':
1541,"[""1586843382202175489',""]",,"ChiliAllen',","',"
1542,"[""1323432580910321664',""]",,"JimiXXX5',","adult content connoisseur',"
1543,"[""2387942455',""]",,"ckia3',","',"
1544,"[""1354469494987472898',""]",,"indiawins_p',","Proud Hindu, Proud Indian. Jai Hind. Jai Shree Ram. Jai Hanuman. #AkhandBharat #Bhagwa-jivi',"
1545,"[""1386655237180739584',""]","Eyin Adugbo',","Ridwan_Vvs',","I’m Him',"
1546,"[""62691445',""]","Miami,FL',","renetoledojr',","🎬 Actor 🎤 Recording Artist 🎧 Audio Engineer & Music Producer 🏆 1 Latin Grammy & 7 Nominated Albums 🇨🇺 Afro Cuban 🐬 HUGE MIAMI DOLPHINS FAN',"
1547,"[""721367070923890689',""]",,"Richard31865731',","Navy Vet, hard worker #MAGA views are my own, Texas born No DM’S please',"
1548,"[""1039173071318462466',""]","they/them || 22 🏳️\u200d🌈🇲🇽',","antheeohsees',","Anthony/Sock/Moza/🧦. world’s certified biggest Chainsaw Man fan. be kind to one another || socials for @WashUpTV',"
1549,"[""161523735',""]",Buffalo ny,"cuso511',","',"
1550,"[""1583809873313046528',""]",Thailand,"lovers_mileapo',","',"
1551,"[""706357192220405760',""]",,"HenrySommo',","Patriot parents of 2 gr8 sons.\nPro 2A!Pro Life ☝Congrats DJT 47th Pres.The only thing necessary for the\xa0triumph\xa0of\xa0evil\xa0is for good men to do nothing -E Burke',"
1552,"[""18247597',""]","San Diego, CA',","fox5sandiego',","#SOSanDiego',"
1553,"[""1594507721369440260',""]",,"LorenzoTx903',","',"
1554,"[""1568691766286553089',""]","evolving⚔️',","Pearl_E1981',",created_at':
1555,"[""1499541297102999552',""]",,"Lue00042762',","自助下单 https://t.co/OpMPuLReGm\n推特-脸书-ins-tiktok-油管-电报-disocord\n#推特刷粉 #推特粉丝 #推特买粉 #点赞 #涨粉 #增粉 #推特刷赞 #推特买赞 #推特账号\n联系 qq 1878303305\n联系电报 https://t.co/VRFTym3ad4',"
1556,"[""1247271730076438529',""]",In your head and your heart.,"nzeogaziri',","LOVEbearer || Realist || Igbo || Entrepreneur || Creator || Writer || Gooner || A good listener who LOVEs to pick smiles || Retweets are not endorsements.',"
1557,"[""1583288825589256195',""]","Chicagoland 🇺🇲',","SGTNerdYFangirl',",created_at':
1558,"[""965726831847424002',""]",,"michellefloraa',","Animal lover, #AnimalRights 🐾 California Native ☀️ #ObamaForever #Resistance 💭 Currently writing my first book 💭 NO DMs 🌏',"
1559,"[""1279904196469362688',""]",,"pabloaltman',","billy kaplan wannabe | he/him | 🏳️\u200d🌈 | i like comics and CBMs | 19',"
1560,"[""1501763880254840834',""]",,"SashaAA25801621',","',"
1561,"[""231206271',""]","CA',","hopefulseekr',","Stock trader, lover of reason and red wine....striving to live in the love of Jesus Christ!',"
1562,"[""1391382584974741510',""]",,"hourlyjay_bot',","hourly quotes of jay and twst!jay',"
1563,"[""834928611744440321',""]","Delaware, USA',","Lassharleymari1',","gamer, all out nerd and weirdo and dog lover. Books are loved as well. #Adhd.',"
1564,"[""1292829245840990211',""]","New York, NY',","allysmacked',","',"
1565,"[""1326337184106950656',""]","Central, PA',","Ed01143775',","must have ☕☕,God,PATRIOT❤🤍💙🇺🇲🚒🚑 NRA,farm🐂horses 🐎 Cabin by the Lake,\nChevy Trucks & JohnDeeres, back the blue 🚔Anything Country & Outdoors no 🚂🚂',"
1566,"[""875294427601928192',""]","Nigeria',","iambizzyasf',","😎😎😎😎\n\nMusic producer || Artist || cruise felony😂 \nwork-mail; bizzytheone@gmail.com',"
1567,"[""832650064942264320',""]",,"njorogeh_paul',",created_at':
1568,"[""771791833',""]","¯\\_(ツ)_/¯',","cannoneerfour',","fan of photography,  interesting people, the Civil War and artillery related things.\nAmerica,  love it or leave it.\n2🇺🇸2🇺🇸',"
1569,"[""3302121211',""]",,"auntsuesc',","""THE HUMANITY OF ALL AMERICANS IS DIMINISHED WHEN ANY GROUP IS DENIED THE RIGHTS GRANTED TO OTHERS"" ...Julian Bond',"
1570,"[""1481669526114738180',""]", PK,"aftab85149',",created_at':
1571,"[""1449052510652706823',""]","un lugar',","Luigi_Piggy_Fan',","feils nabidad\n\nHago pixel arts o sprites\n\nHablo inglish y espanish\n\nHago vidios  \n\nCreador de Supr Marcio Bors / Ultra Mario Bros (Mari0 Mappack)',"
1572,"[""1211778248520028160',""]",,"Haleighk77',",created_at':
1573,"[""87584526',""]","Centralia, IL',","19snoopy55',",created_at':
1574,"[""36411664',""]","Strathcona County, Alberta',","RodFrank12',","Mayor of Strathcona County,  Contact me at Rod.Frank@Strathcona.ca Views are my own',"
1575,"[""1427629144339324934',""]",,"lovestwowin2',","',"
1576,"[""1570038675060260864',""]","Ur Mom',","chuu_so_',","A neurodivergent nb in aroace spectrum lesbian :D',"
1577,"[""172092089',""]","CBE',","BABYDTHEGODDESS',","REST IN PEACE MOMMY 11/07/61 - 06/05/12\n\nDENVER CAMILLE  ♡\n\n#CBE',"
1578,"[""908366476285014016',""]",,"CparkerflRoslyn',","',"
1579,"[""213425222',""]",Astewarthockey@gmail.com,"StuMunrue',","NHL analyst for @sportsnet \nig:https://t.co/JRvZDe7WzO\nhttps://t.co/VMyyrL9ms0',"
1580,"[""2149223948',""]","Ibadan, Nigeria',","ayanniranj',",created_at':
1581,"[""1430555600098926592',""]","Florida, USA',","BruceKeressa',","Widow of the m2w2ost amazing man in the 🌎. Retired Leo & Social Worker. Proud follower of Christ but not into the religious hoopla. Proud mother & grandmother.',"
1582,"[""19601059',""]","Cyprus',","Enichan',","Founded LGBTQ+ gamedev studio @KitsuneGamesCom with @NjordGamedev\n\nCohost: https://t.co/Gi091vsakV\nMastodon: https://t.co/wF9AA3r8Tg',"
1583,"[""1418606902573940750',""]","USA, Midwest',","Observer696969',","',"
1584,"[""2369715174',""]","St Petersburg, FL',","BilltwWilliam',","',"
1585,"[""14082108',""]",,"amys_bus_ticket',","Colorful girl in a B&W world. \nCynically optimistic. \nUnusual fondness for double clear-eye Disney balloons.\n\nhttps://t.co/erPrvd2zv5\n#VOTE',"
1586,"[""900407226011049984',""]","San Francisco, CA',","M0HANKARKI',","Entrepreneur | Real Estate Investor & Realtor',"
1587,"[""1402824173832048640',""]",,"thenadiamilan',","',"
1588,"[""1881598274',""]",,"madamecrab',","🇺🇸#BidenHarris🇺🇸#ArmyBrat #FriendOfBillW #Sober #BalanceTheCourt #RaiseTheWage #CodifyROE #GOPWarOnWomen #BlueCrew No lists/DMs.',"
1589,"[""1102896475481300992',""]","Oswestry, England',","heighway_kelly',","I love traveling and art',"
1590,"[""945380469188759552',""]","Tema, Ghana',","bhenny_xix',","🖕🏾 @manutd ||God dey we always go dey.',"
1591,"[""1250259428701548544',""]","Greenbelt, MD',","LMLInOrgChaos',","BoyMom💙 • Cancer♋️ • Single💔• FootballPlayer🏈 • EducationWW👩🏽\u200d🏫 • 💜. . . . . . This is my blog, my story … follow my life as it unfolds!',"
1592,"[""1576964717440106496',""]",,"OtienoNjaga',","',"
1593,"[""825795703351894017',""]","Las Vegas, NV',","dodgerdogvegas',","Patriot~-American~-Capitalist~~VoterID~~School Choice',"
1594,"[""1030196056343097345',""]",,"eightiesbuckley',","eleanor levetan apologist〔 19 ღ she/they ⚢ multi fan account ✿ 〕',"
1595,"[""186582233',""]","New York City',","datadivajf',","Whovian, Trekker, general geek. Culture Vulture, choral singer. Veggie.  Sweet Jewish person. @datadivajf@mastodon.social, datadivajf on IG. She/her',"
1596,"[""1431521138182660096',""]",,"PunishedChode',","Bear. Husband. Dad.',"
1597,"[""826224919',""]","Lagos',","egorgorsamuel',","A teacher, entrepreneur, Broadcaster Journalist / Sport Journalist 🏈⚽️',"
1598,"[""1440726853300342786',""]","The United States 🇺🇸',","Thorne75658284',","I am a Freedom loving American. I support  God, Our Military And the United States of America! And President Donald J.  Trump! 1A! 2A! And The Constitution!!',"
1599,"[""736357273',""]",,"Mickaleets',","Educator                                               Dog Lover                                           Nature',"
1600,"[""1516607068618166275',""]","Alberta, Canada',","LisaFos16',","',"
1601,"[""747208563605413888',""]",,"RickyBWolf',","""mankind\'s most noble goal: the search for truth and understanding""\n“mankind’s most noble emotions: curiosity, humility, reverence and love”',"
1602,"[""1294726008269144064',""]","world citizen',","AWieven',","Warrior\n\nFierce but kind.  \n\nRetweets are not endorsements',"
1603,"[""3993244154',""]",,"danial60845182',","',"
1604,"[""1304029332491235328',""]",,"Sid23071997',","',"
1605,"[""1498820580283494400',""]",,,name':
1606,"[""900681875718647808',""]","Turquie',",,"#SuiGlobalRider\n\n💪#5ireTestnet #TopazTrooper',"
1607,"[""1397897307539001345',""]",,,"Just an old patchy monkey.',"
1608,"[""1516220869403889666',""]",,,"',"
1609,"[""700808737162833920',""]",,,"',"
1610,"[""1497527749535272961',""]",,,"Fun & interesting designs, strictly to lighten the mood,',"
1611,"[""146743963',""]","Düsseldorf, Deutschland',",,"PSN: llllMH370llll - BuriedCorpses1 - v___112___v🤙║ ǟʟʟɨɛֆ: #ӄɨʄʄʟօʍ_ƈʀɛա 🚘 gтα ¢αя ¢σℓℓє¢тσя ƈʀɛǟȶօʀ ║▌║▌║█🇩🇪Team HACCP 🇪🇸',"
1612,"[""1318406722185097218',""]",,,"',"
1613,"[""1582367752588873728',""]",,,"',"
1614,"[""1481063886065393668',""]","she/her l 18 | blk',",,"pussy bts, you can find yo home in it.',"
1615,"[""1552435243449487361',""]",,,"There was never a good war or a bad peace. Benjamin Franklin',"
1616,"[""1276343532702142464',""]",,,"',"
1617,"[""1552581284803014656',""]",,,"Gio day vun vo nguoi di',"
1618,"[""1561895576815693827',""]",,,"Mot chut yeu thuong muon mang',"
1619,"[""1171747422780964865',""]",,,"Not special, just interested🇬🇧Brexit   No DMs thank you',"
1620,"[""1461204518968823808',""]","Bhutan',",,"Bh tienganhutan',"
1621,"[""1584203737085591552',""]",,,"regret from the mistakes',"
1622,"[""1092307903820705793',""]",,,"fat hairy lesbian moozlem',"
1623,"[""1528535062450384896',""]","she/they, 24, white',",,"hi, all! 🖤 writer of smut, maker of memes 🏴\u200d☠️🍊💕💛💙📝 pfp by @faeeebaeee 🔞 nsfw content 🔞👀 minors dni',"
1624,"[""1584162734156947457',""]",,,"the same items frm here',"
1625,"[""1077455690522902528',""]","İstanbul, Türkiye',",,"Kriptoman\n\nhttps://t.co/fafhdldGLg',"
1626,"[""1587301780584529921',""]",,,"the same items frm here',"
1627,"[""1595668588991434753',""]",,,"lost all my capital even in the bull run, still firmly believe in $xtz #Tezos',"
1628,"[""414540699',""]","Nashville, TN',",,"https://t.co/GoXUe7peoh',"
1629,"[""1515912333180440579',""]",,,"',"
1630,"[""525211081',""]",,,"i am working in software company',"
1631,"[""1587809550052298755',""]",,,"what are youoing here',"
1632,"[""272476744',""]","Vancouver, British Columbia',",,"',"
1633,"[""1594395131465146368',""]",,,"DM~ for Airdrop giveaway #NFT promotion, #Metaverse, #Games Defi #crypto Promoter here to help you business',"
1634,"[""2556212418',""]",,,name':
1635,"[""1587542964322041857',""]",,,"we hope doing well in exam',"
1636,"[""1549176259229499395',""]","Portsmouth, England',",,"华体会体育  https://t.co/iDKqaaU7WJ开云体育https://t.co/DcG7HeLMnI',"
1637,"[""1198622870966018054',""]","Thaïlande',",,"18+ MileApo only, apocolleagues, GreenyRose (No BOC, BBB) ~ Fan Account',"
1638,"[""998349490049507330',""]","Hell',",,"I’ll own that I’m ANTIFA!  I’m AntiMAGAt, it hurts their little feelings when we call them fascists! @GOP are fascist terrorist traitors! #Voteblue 😈',"
1639,"[""727129682043277315',""]","🇵🇭 ; 18 ; she/her',",,"writer | nctzen/weishennie, carat, exo-l, stay, engene | pjs ¤ psh ¤ hjs | masterlist in moments',"
1640,"[""1359330375634472960',""]",,,"',"
1641,"[""183551697',""]",Enjeni aka South Africa,,"Baba kaZipho noRea. Malume kaLanga noMnqobi. Husband. Bhakaniya over everything. MCU stan account. Dimitri Tsafendas stan account.',"
1642,"[""504725987',""]","Florida, USA',",,location':
1643,"[""1587725569663406081',""]",,,"the same items frm here',"
1644,"[""1408871646933495813',""]",,,"',"
1645,"[""1519524484528582656',""]",,,"',"
1646,"[""1596916957252620295',""]",,,"',"
1647,"[""1517225826739441664',""]",,,"Lucas Cameron',"
1648,"[""1259816940844937217',""]","Australia',",,location':
1649,"[""1515011451366301705',""]",,,"',"
1650,"[""1138885168150790153',""]","Salt Lake City, UT',",,"Important Disclosures: https://t.co/kukXpb4PQY. Education Coach @TDAmeritrade & @TDANetwork contributor. Family, mountain biking, hiking, skiing & dogs.',"
1651,"[""1527023028252692484',""]",,,"开云体育https://t.co/tSMvejE8if 华体会体育  https://t.co/kN59OBIScc',"
1652,"[""1590741574157312002',""]",,,"Best looking art on the #ETH Blockchain.',"
1653,"[""1587087082140286976',""]",,,"what are youoing here',"
1654,"[""1552599898393960448',""]",,,"Minh toi le buoc',"
1655,"[""381440196',""]","United Kingdom',",,"Cymru💝 Wales❤',"
1656,"[""1510095195274354693',""]",,,"',"
1657,"[""1489496836972978180',""]",,,"',"
1658,"[""3170426002',""]","Kimberley, South Africa',",,"Your Diamond City Community Newspaper',"
1659,"[""1594970906127892480',""]",,,"',"
1660,"[""1363524470699220995',""]",,,"',"
1661,"[""1596886470148636676',""]",,,"',"
1662,"[""1587708226464002054',""]",,,"regret from the mistakes',"
1663,"[""1584164917241864192',""]",,,"last day i found my girlloving',"
1664,"[""1587740533220597761',""]",,,"what are youoing here',"
1665,"[""1593559134682628101',""]",,,"',"
1666,"[""2457356596',""]",,,"',"
1667,"[""1437544680519081987',""]",,,"Next lvl DEGEN 🧙\u200d♂️',"
1668,"[""1133633795687632896',""]","Ratanda, South Africa',",,"',"
1669,"[""795862274',""]",,,"Random normal person',"
1670,"[""188927054',""]",,,name':
1671,"[""1516120197773824000',""]",,,"',"
1672,"[""1556891779416432641',""]","seoul,Korea",,"#Actorleeminho',"
1673,"[""1352288380529369088',""]",,,"',"
1674,"[""1584130625300316161',""]",,,"the same items frm here',"
1675,"[""1277613121411125249',""]",,,name':
1676,"[""249975744',""]",,,"',"
1677,"[""947605809596334080',""]",,,"Married, SocialWorker, loves dogs, travel, baseball and Tai Chi, no DM’s please',"
1678,"[""1578671795200311296',""]",,,"',"
1679,"[""888159350455386115',""]",,,"',"
1680,"[""1241100921607602181',""]",,,"',"
1681,"[""1558147142476513282',""]",,,"Nhu anh day thoi',"
1682,"[""3197149114',""]","Europe',",,"Lifelong Socialist/#IStandWithJeremyCorbyn / Humanist/Mancunian at heart - now settled in SW/Man U',"
1683,"[""122530496',""]",,,"',"
1684,"[""1587151422361051136',""]",,,"last day i found my girlloving',"
1685,"[""1553508307822071808',""]",,,"make NFT art',"
1686,"[""1592522947427995649',""]",,,"',"
1687,"[""1211522401965469696',""]","im the lucash',",,"turn notis on || backup for @sub2lucash|| last updated 10/25/22||bot posts every 30 minutes||dm to be added to the bot and dm for ideas',"
1688,"[""964231513096228864',""]",,,"notifications are filtered, so have at',"
1689,"[""835149095593361408',""]","Surat,Gujarat',",,"LIFESTYLE📍\nWish me🎂26 july🎉\nLove You Mom Dad😍\nGJ_05_surat\nFollow me facebook 👇',"
1690,"[""549533741',""]","London',",,"',"
1691,"[""24139207',""]",,,"What brought you here? Like & RT utk nok key suasano jahh…',"
1692,"[""1543670516069924871',""]","Ekpoma, Nigeria',",,"',"
1693,"[""33319259',""]","ÜT: 39.478239,-119.80716',",,"Reno Nevada Insurance Agent, #ardentinsurance #runeveryday #run #runstreak #fitness #renonevada #insurance #kkrushvert #strava',"
1694,"[""132275425',""]","Dublin',",,"Work for @VirginMediaIE. Love horse racing especially @irishp2p, football & a spot of volunteering in Lourdes.',"
1695,"[""1084600193658568705',""]","官方网站→',",,"官方地址：\nhttps://t.co/AWfxgFnMKm',"
1696,"[""3565750753',""]","Dirt n Shit',",,"22 ye old bastard man| Unhinged man liker| Any Pronouns idc| Yeah this account is 18+ so no one under that should follow lol',"
1697,"[""18361825',""]","MIAMI',",,"I deal in the Torah (negros only),\nEconomics\nand PROPER straight black male behavior..\n\n*Whining free zone*\n\nActs 5 and 29..\n\nStoning advocate!',"
1698,"[""1299036991284228097',""]","ctf_2fort',",,id':
1699,"[""1585725524458237952',""]","Bathurst NSW.',",,"Sunday Mirror' reporter who somehow wound up BA, MA, PhD. Author, academic, gardener, kelpie enthusiast, noted curmudgeon."","
1700,"[""502369381',""]","CANADA • ao3 linked below ⬇️',",,"FAN • 26 • Veteran/FBI Larrie since 2012 • I write fics💙💚 Once I watched a three second gif of Louis loop for an hour • Here for Louis & Harry & their love 🌈',"
1701,"[""3364185674',""]","Butte, America",,id':
1702,"[""748341276043579394',""]","Los Angeles, CA',",,"Associate Editor @UsWeekly / Editorial Asst. at @TellTaleTV_ /Lover of Coffee, Dogs & Steve Harrington. Pan 🌈',"
1703,"[""1556592741186179072',""]",,,"行情一般在2w左右。电报频道https://t.co/5dleN1DWnh 微信yangogouei',"
1704,"[""1586744142956224519',""]",,,"𝘡𝘦𝘳𝘰 𝘢𝘤𝘤𝘰𝘶𝘯𝘵𝘢𝘣𝘪𝘭𝘪𝘵𝘺 𝘐 𝘨𝘰𝘵 2 𝘬𝘪𝘥𝘴',"
1705,"[""1426712461',""]","Lamar Jacksonville',",,"Tyler Boyd hater. Half of @DisputedHighly',"
1706,"[""883861315',""]","Grand Rapids, MI',",,"Mostly basketball 🏀 \nBoy dad',"
1707,"[""2724551533',""]","England, United Kingdom',",,"Investing |⚽️ Arsenal & Visca el barça💙❤️| All things African ~ Disfruta de la vida',"
1708,"[""992071788237590530',""]","Raleigh, NC',",,id':
1709,"[""1580738863047200768',""]","naz • 20',",,"kim taehyung | jeon jungkook | BTS | *akun baca AU*',"
1710,"[""880353528602009600',""]","TAMAGOTCHI 🎏',",,"no more heart left I’m feeding the beast. 9/17. 💯❤️\u200d🔥 Sara is my everything! 💘',"
1711,"[""137816509',""]","Potteries, England',",,"#follow5001 Sudoku & Wordle addict. #StillEuropean 🇪🇺#StokieWokey\n@kacidama@mstdn.social',"
1712,"[""1388605582865743876',""]","— say “hi @“ for a lyric :)',",,"— #︎#︎ ︎︎~ enhypen lyric every 30 mins!!',"
1713,"[""158802626',""]","Roggen, Colorado',",,"KJV  1 Timothy 4:1 Now the Spirit speaketh expressly, that in the latter times some shall depart from the faith, giving heed to seducing spirits, and doctrines.',"
1714,"[""104490861',""]","Manchester, England',",,"Ex-Londoner. DJ @SonOfBangers / music podcast @thisisnothapng. Mostly records, cricket, food & life. ❤ Europe & equality. Hate Brexit & racism. He / him.',"
1715,"[""763077777797029889',""]","At my desk.',",,id':
1716,"[""885351485785202688',""]","Crowley Tx',",,"I AM TEXAN BORN AND RAISED! A CONSTITUTIONAL CONSERVATIVE @RealVickyU on Instagram GETTR @TXVicky. TEXAS FREEDOM #texit',"
1717,"[""2422451808',""]","Norman, OK',",,"Direct affiliate of @BarstoolSports. Not affiliated with the University of Oklahoma. Insta: @OUBarstool TikTok: oubarstool Contact OU@barstoolsports.com',"
1718,"[""83889685',""]",Europe,,"🎞🎥📚🚶\u200d♀️🦸\u200d♀️🛸\nInterested in everything, expert in nothing.',"
1719,"[""3378739617',""]","Massachusetts',",,"North Shore news, sports, politics, entertainment, podcasts, live programs, videos, photos - https://t.co/GXxzoBzJdQ',"
1720,"[""1438508619381673997',""]","1',",,"QQ：3145662581\n微信：popmeiqian\nQ群：595753100\n电报频道：https://t.co/26ZtXDXeYu',"
1721,"[""1490022243358982148',""]","The ether',",,"',"
1722,"[""1505785639710576648',""]","Rainbow, CA',",,"Entrepreneur, activist, Christian, wife, mother, freedom loving dreamer and hopeless romantic that helps make life beautiful. Think outside the box & dream big!',"
1723,"[""379977569',""]",Sweden Stockholm,,"',"
1724,"[""1583331646798954498',""]",,,"',"
1725,"[""276198138',""]","Brooklyn, NY',",,"a backup account for @/travisfromthebk. listens and talks about music, as well as comment on what’s going on.',"
1726,"[""208375283',""]","Miami Beach, FL',",,"I Heard This Was A Weed Friendly Environment 🌱Founder of Green Thumb420 @420greenthumb_',"
1727,"[""1477122735474192393',""]",,,"(she/her) 26 pan trans girl. Runs on lacroix, kombucha, and gay shit. Casual seer. 💕@vivianthus💕',"
1728,"[""1576612876843995137',""]",,,"Just another Gaga’s Stan account, but maybe a little bit different 🤔. Made by a little monster for other little monsters 🖤❤️',"
1729,"[""1576304313852387329',""]","Murder Mitten',",,"bet slips, gambling, sports, and sports media content. home of bad beat bet slips and group therapy for bettors #onepride #goblue',"
1730,"[""1596962302959710208',""]",,,"',"
1731,"[""1562212922641620992',""]","she/they | 25.',",,"i’m meika, the main antagonist of your horror story.',"
1732,"[""1404465945087778817',""]","bootwt (ﾉ◕ヮ◕)ﾉ*:･ﾟ✧',",,"✨️ Welcome to cringe ✨️\nslay what u wanna slay 💃\n♡ insta: lps_kiwiii ♡ tiktok, pinterest: LpsCherryPie ♡',"
1733,"[""1573377503242117120',""]","123',",,"官方地址：\nhttps://t.co/jnGA6Zv225',"
1734,"[""72124337',""]",,,"',"
1735,"[""121823371',""]","Rocky Mountain High...Colorado',",,"Hug Dealer, Witch, QA Engineer, OG Dubstepper. Polyjamourous. EDM life since 2000. I like connecting people to people.',"
1736,"[""1250613695706804226',""]","Ninja Gaiden is cool',",,"i rt nsfw sometimes. if that bothers you turn off rts, BITCH!!! 🤪🤪🤪🤪',"
1737,"[""1178237346204016640',""]",,,"',"
1738,"[""1369751530610561024',""]","THEY!HE  ⚢  22 (18+)',",,id':
1739,"[""337971443',""]","Scotland, United Kingdom',",,"married, coffee loving mum of three\nlove reading and watching movies',"
1740,"[""970513809046679552',""]",,,"Beginner animator,Shark Queen,got quite a few oc derps,cartoon loving trash,loves anything involving the ocean. P much all ya need(She/They- ♤ bi-25)',"
1741,"[""1593756662543880192',""]","中国',",,"预约Q：1497344286 直接点蓝色字体联系客服即可看详细资料（点下）→https://t.co/fpstIPP7VL',"
1742,"[""956884777398923269',""]",,,"',"
1743,"[""1076562283407593473',""]","Los Angeles, CA',",,"U of M 19’🐯 📷:greghayes11 IG: gho5t_of_deion_kennedy',"
1744,"[""334920737',""]","🇺🇸',",,"',"
1745,"[""814529184',""]","Pound Town',",,"peaked in high school and haven’t stopped peaking since.. unapologetic @athletics and @dodgers fan. go ducks',"
1746,"[""404329451',""]",,,"“ᵂʰᵉⁿ ᴵ ʷᵃˢ ʸᵒᵘⁿᵍ, ᴵ ᵃᵈᵐⁱʳᵉᵈ ᶜˡᵉᵛᵉʳ ᵖᵉᵒᵖˡᵉ. ᴺᵒʷ ᵗʰᵃᵗ ᴵ ᵃᵐ ᵒˡᵈ, ᴵ ᵃᵈᵐⁱʳᵉ ᵏⁱⁿᵈ ᵖᵉᵒᵖˡᵉ.” -ᴬᴮᴿᴬᴴᴬᴹ ᴶᴼˢᴴᵁᴬ ᴴᴱˢᶜᴴᴱᴸ 🌊💙 🌈 BlueCrew',"
1747,"[""800457783220924416',""]","Montana & Pennsylvania',",,"Beer, politics and good dogs',"
